,State,Year,Heart disease,Cancer,Stroke,CLRD,Unintentional injuries,Alzheimer's disease,Diabetes_x,Influenza and pneumonia,Kidney disease,Suicide,Total,Heart disease %,Cancer %,Stroke %,CLRD %,Unintentional injuries %,Alzheimer's disease %,Diabetes %_x,Influenza and pneumonia %,Kidney disease %,Suicide %,Heart disease-AA,Cancer-AA,Stroke-AA,CLRD-AA,Unintentional injuries-AA,Alzheimer's disease-AA,Diabetes_y,Influenza and pneumonia-AA,Kidney disease-AA,Suicide-AA,Total-AA,Heart disease %-AA,Cancer %-AA,Stroke %-AA,CLRD %-AA,Unintentional injuries %-AA,Alzheimer's disease %-AA,Diabetes %_y,Influenza and pneumonia %-AA,Kidney disease %-AA,Suicide %-AA
209,Hawaii,1999,2410,1916,762,290,293,109,211,229,133,136,6489.0,37.13977500385268,29.52689166281399,11.742949607027278,4.469101556480197,4.515333641547234,1.6797657574356604,3.251656649714902,3.529049160117121,2.0496224379719528,2.095854523038989,201.7,156.6,64.2,24.0,24.3,9.4,17.3,19.6,11.1,11.1,539.3,37.400333765992954,29.037641386983125,11.904320415353236,4.450213239384388,4.505840904876693,1.7430001854255517,3.2078620433895795,3.6343408121639165,2.058223623215279,2.058223623215279
210,Hawaii,2000,2390,1943,747,278,343,118,203,221,113,137,6493.0,36.80887109194517,29.924534113660865,11.504697366394579,4.281533959648852,5.2826120437394115,1.8173417526567073,3.1264438626212843,3.4036654859079007,1.7403357461882027,2.1099645772370246,195.0,155.7,61.4,22.4,28.2,10.0,16.3,18.2,9.2,11.2,527.6,36.9598180439727,29.510993176648974,11.637604245640636,4.245640636846095,5.344958301743745,1.8953752843062925,3.089461713419257,3.449583017437452,1.743745261561789,2.1228203184230474
211,Hawaii,2001,2310,2024,766,280,372,122,173,207,123,136,6513.0,35.46752648549056,31.0763089206203,11.761093198218948,4.299094119453401,5.711653615845233,1.8731767234761245,2.656226009519423,3.178258866881621,1.8885306310456014,2.0881314294487945,181.7,157.2,60.6,21.9,29.8,9.8,13.5,16.4,9.6,10.9,511.4,35.52991787250684,30.73914743840438,11.849824012514667,4.282362143136488,5.8271411810715685,1.916308173640986,2.639812280015643,3.2068830660930776,1.8771998435666797,2.1314039890496677
212,Hawaii,2002,2512,1945,812,265,393,141,204,246,136,120,6774.0,37.082964275169765,28.71272512547978,11.987009152642457,3.9120165338057276,5.801594331266608,2.0814880425155007,3.011514614703277,3.631532329495128,2.0076764098021846,1.771479185119575,191.8,147.2,62.1,20.0,30.9,10.9,15.5,18.9,10.3,9.5,517.1,37.091471668922836,28.466447495648804,12.009282537226841,3.867723844517501,5.975633339779539,2.1079094952620383,2.9974859795010635,3.6549990330690383,1.9918777799265133,1.837168826145813
213,Hawaii,2003,2461,2133,752,287,415,161,202,237,123,131,6902.0,35.65633149811649,30.90408577223993,10.895392639814547,4.158215010141988,6.01274992755723,2.332657200811359,2.9266879165459287,3.433787308026659,1.782092147203709,1.898000579542162,182.2,157.4,55.7,21.1,31.9,11.9,14.8,17.6,9.1,10.2,511.90000000000003,35.592889236178934,30.748193006446574,10.881031451455362,4.121898808361008,6.231685876147684,2.3246727876538387,2.8911896854854464,3.438171517874585,1.7776909552646998,1.9925766751318612
214,Hawaii,2004,2457,2088,714,307,390,171,194,236,164,116,6837.0,35.93681439227731,30.539710399297938,10.443176831943834,4.49027351177417,5.704256252742431,2.501096972356297,2.8375018282872606,3.4518063478133687,2.398712885768612,1.6966505777387744,176.6,150.5,51.0,22.0,29.6,12.2,13.8,16.9,11.8,8.9,493.3,35.79971619704034,30.508818163389417,10.338536387593757,4.459760794648287,6.000405432799514,2.4731400770322316,2.7974863166430164,3.425907155888911,2.392053517129536,1.804175957834989
215,Hawaii,2005,2319,2169,688,287,436,192,218,241,150,107,6807.0,34.06787130894667,31.864257382106654,10.107242544439547,4.216247980020567,6.405171147348318,2.8206258263552226,3.202585573674159,3.540473042456295,2.203613926840018,1.571911267812546,160.9,151.3,47.6,19.8,32.0,13.1,15.1,16.5,10.5,8.2,475.0,33.873684210526314,31.85263157894737,10.021052631578947,4.168421052631579,6.7368421052631575,2.7578947368421054,3.1789473684210527,3.4736842105263155,2.2105263157894735,1.7263157894736842
216,Hawaii,2006,2244,2171,665,293,441,201,271,257,179,120,6842.0,32.79742765273312,31.73048816135633,9.719380298158434,4.2823735749780765,6.445483776673487,2.9377375036539024,3.960830166617948,3.756211634025139,2.616194095293774,1.7538731365097926,151.4,147.8,44.7,20.0,31.7,13.2,18.4,17.2,12.2,9.0,465.6,32.517182130584196,31.743986254295532,9.600515463917526,4.29553264604811,6.808419243986254,2.8350515463917523,3.951890034364261,3.694158075601374,2.6202749140893467,1.9329896907216495
217,Hawaii,2007,2227,2214,643,299,470,247,291,199,176,133,6899.0,32.28004058559211,32.09160747934483,9.320191332077114,4.333961443687491,6.812581533555588,3.5802290186983625,4.218002609073778,2.884476011016089,2.5510943615016672,1.9278156254529641,146.7,148.0,41.9,19.9,33.4,15.7,19.0,12.7,11.7,9.5,458.5,31.99563794983642,32.279171210468924,9.138495092693566,4.340239912758997,7.284623773173392,3.424209378407852,4.143947655398037,2.7699018538713194,2.5517993456924755,2.0719738276990185
218,Hawaii,2008,2313,2194,642,293,406,218,286,270,197,133,6952.0,33.271001150747985,31.559263521288837,9.23475258918297,4.214614499424626,5.840046029919447,3.135788262370541,4.113924050632911,3.883774453394707,2.8337169159953968,1.9131185270425777,147.7,142.5,40.7,19.2,28.2,13.3,18.6,17.1,12.5,9.7,449.5,32.8587319243604,31.70189098998888,9.054505005561737,4.271412680756396,6.273637374860956,2.9588431590656286,4.137931034482759,3.804226918798666,2.7808676307007785,2.157953281423804
219,Hawaii,2009,2363,2244,671,303,436,253,308,291,225,175,7269.0,32.507910304030815,30.87082129591416,9.230980877699821,4.1683862979777135,5.998074012931628,3.480533773558949,4.23717155041959,4.00330169211721,3.095336359884441,2.407483835465676,146.6,141.3,41.0,19.1,30.2,14.8,19.5,17.8,14.2,12.5,457.0,32.078774617067836,30.919037199124727,8.971553610503284,4.179431072210066,6.608315098468272,3.238512035010941,4.266958424507659,3.894967177242888,3.107221006564551,2.735229759299781
220,Hawaii,2010,2239,2266,605,296,432,189,272,289,208,207,7003.0,31.972011994859344,32.357561045266316,8.639154648007995,4.2267599600171355,6.168784806511495,2.698843352848779,3.884049692988719,4.126802798800514,2.9701556475796087,2.9558760531200914,134.7,140.9,35.8,18.0,29.6,10.5,16.6,17.0,12.8,15.0,430.90000000000003,31.260153167788346,32.69900208865166,8.308192155952655,4.177303318635414,6.869343235089348,2.436760269203991,3.8524019494082156,3.9452309120445577,2.970526804362961,3.481086098862845
221,Hawaii,2011,2312,2278,621,318,517,197,264,325,201,181,7214.0,32.04879401164403,31.577488217355143,8.608261713335182,4.408095370113667,7.1666204602162455,2.7308012198502913,3.659550873301913,4.505128915996673,2.7862489603548655,2.5090102578319935,132.9,138.1,35.6,18.9,34.4,10.4,15.6,18.0,11.5,12.8,428.2,31.036898645492762,32.251284446520316,8.31387202241943,4.413825315273236,8.033629145259225,2.4287716020551144,3.6431574030826717,4.203643157403083,2.685660906118636,2.989257356375526
222,Hawaii,2012,2430,2284,634,312,458,249,277,394,199,190,7427.0,32.71845967416184,30.752659216372695,8.536421166015888,4.200888649522015,6.1666891073111625,3.3526322875992998,3.729635115120506,5.304968358691261,2.6794129527400026,2.558233472465329,135.2,134.5,35.2,17.7,30.1,12.4,16.2,20.8,11.2,13.1,426.40000000000003,31.707317073170728,31.54315196998124,8.25515947467167,4.151031894934333,7.059099437148217,2.9080675422138835,3.7992495309568475,4.878048780487805,2.6266416510318944,3.0722326454033766
223,Hawaii,2013,2521,2332,634,279,467,260,271,457,209,171,7601.0,33.1666885936061,30.68017366136035,8.341007762136561,3.670569661886594,6.143928430469675,3.4206025522957506,3.565320352585186,6.012366793842915,2.7496382054992763,2.24970398631759,139.0,135.5,34.9,15.6,30.1,12.6,15.5,24.1,11.3,11.8,430.40000000000003,32.295539033457246,31.482342007434944,8.108736059479552,3.62453531598513,6.993494423791821,2.927509293680297,3.6013011152416357,5.599442379182156,2.62546468401487,2.741635687732342
224,Hawaii,2014,2528,2493,655,313,476,326,276,438,220,204,7929.0,31.88296128137218,31.441543700340524,8.260814730735277,3.947534367511666,6.003279102030521,4.11148946903771,3.4808929247067724,5.524025728339009,2.7746247950561234,2.5728339008702235,136.7,140.0,34.1,17.1,30.1,15.0,15.4,22.6,11.8,13.8,436.6,31.31012368300504,32.0659642693541,7.810352725606963,3.916628492899679,6.894182317911131,3.435639028859368,3.5272560696289506,5.176362803481448,2.7027027027027026,3.160787906550618
225,Hawaii,2015,2605,2462,735,332,536,422,263,557,202,201,8315.0,31.328923631990378,29.609140108238126,8.83944678292243,3.9927841250751652,6.446181599518942,5.075165363800361,3.1629585087191825,6.6987372218881545,2.429344558027661,2.417318099819603,135.6,135.3,38.2,17.3,32.2,19.5,14.5,27.4,10.8,13.5,444.3,30.51991897366644,30.45239702903444,8.59779428314202,3.8937654737789784,7.247355390501914,4.388926401080351,3.2635606572135942,6.167004276389827,2.430790006752195,3.038487508440243
226,Hawaii,2016,2488,2401,675,342,577,445,285,507,215,174,8109.0,30.68195831791836,29.60907633493649,8.32408435072142,4.217536071032186,7.11555062276483,5.487729683068196,3.514613392526822,6.252312245652979,2.651375015414971,2.1457639659637437,127.0,128.7,34.3,17.7,35.3,20.1,15.1,24.4,11.2,12.1,425.90000000000003,29.819206386475695,30.21836111763324,8.053533693355247,4.1559051420521245,8.288330594036157,4.719417703686311,3.5454332002817557,5.729044376614228,2.629725287626203,2.8410424982390228
227,Hawaii,2017,2575,2456,764,378,585,465,299,637,208,227,8594.0,29.962764719571794,28.578077728647894,8.889923202234117,4.398417500581801,6.8070747032813586,5.4107516872236445,3.479171515010472,7.412148010239703,2.420293227833372,2.6413777053758434,129.8,128.6,37.5,19.0,35.7,19.7,15.9,29.6,10.7,15.2,441.69999999999993,29.386461399139698,29.114783789902653,8.489925288657462,4.301562146253113,8.082408874801903,4.460040751641386,3.5997283223907632,6.701381027846956,2.422458682363595,3.4412497170024903
228,Idaho,1999,2532,2162,771,568,597,243,267,289,99,181,7709.0,32.8447269425347,28.04514204176936,10.001297185108315,7.3680114152289535,7.744195096640291,3.152159813205344,3.463484239200934,3.7488649630302247,1.284213257231807,2.347905046050071,220.5,186.4,67.5,49.5,48.3,21.4,23.1,25.3,8.6,14.8,665.4,33.137962128043284,28.013225127742714,10.144274120829575,7.439134355275023,7.258791704238051,3.2161106101593027,3.4715960324616777,3.8022242260294563,1.2924556657649533,2.2242260294559664
229,Idaho,2000,2519,2128,720,569,518,262,304,288,96,167,7571.0,33.27169462422401,28.107251353850216,9.509972262580902,7.51551974640074,6.841896711134593,3.4605732399947167,4.015321621978603,3.80398890503236,1.2679963016774534,2.205785233126403,215.2,180.6,61.8,48.8,41.5,22.6,25.9,24.6,8.2,13.3,642.5,33.494163424124515,28.108949416342412,9.618677042801556,7.595330739299611,6.459143968871596,3.5175097276264595,4.031128404669261,3.8287937743190663,1.2762645914396886,2.0700389105058368
230,Idaho,2001,2489,2093,781,581,568,294,318,239,95,210,7668.0,32.45957224830464,27.295252999478354,10.185185185185185,7.576943140323422,7.4074074074074066,3.8341158059467917,4.147104851330203,3.116849243609807,1.2389149713093375,2.7386541471048513,207.0,172.8,65.4,48.6,44.2,24.7,26.4,19.9,8.0,16.3,633.3,32.68593083846518,27.285646612979637,10.326859308384654,7.674088109900522,6.979314700773726,3.9002052739617876,4.1686404547607765,3.142270645823465,1.2632243802305385,2.5738196747197226
231,Idaho,2002,2532,2138,736,595,611,318,322,265,86,202,7805.0,32.440743113388855,27.392696989109545,9.42985265855221,7.623318385650224,7.828315182575272,4.07431133888533,4.125560538116592,3.3952594490711085,1.1018577834721333,2.5880845611787313,205.2,172.3,60.2,48.7,47.1,26.1,26.1,21.7,7.0,15.5,629.9,32.57659946023178,27.353548182251153,9.557072551198603,7.731385934275282,7.477377361485951,4.143514843625972,4.143514843625972,3.44499126845531,1.111287505953326,2.46070804889665
232,Idaho,2003,2566,2321,762,601,605,355,358,334,97,217,8216.0,31.231742940603702,28.249756572541386,9.274586173320351,7.314995131450827,7.363680623174294,4.320837390457644,4.357351509250243,4.065238558909446,1.1806231742940603,2.6411879259980524,202.1,181.8,60.5,47.9,45.6,28.3,28.3,26.4,7.7,16.4,645.0,31.33333333333333,28.18604651162791,9.37984496124031,7.426356589147288,7.069767441860465,4.387596899224806,4.387596899224806,4.093023255813953,1.1937984496124032,2.5426356589147283
233,Idaho,2004,2450,2227,712,572,593,343,344,219,109,236,7805.0,31.390134529147986,28.532991672005124,9.122357463164638,7.328635490070468,7.5976937860345926,4.394618834080718,4.407431133888533,2.805893657911595,1.3965406790518897,3.0237027546444586,188.6,169.6,55.3,44.5,43.6,26.7,26.5,17.0,8.5,17.6,597.9,31.543736410771032,28.36594748285666,9.249038300719183,7.442716173273123,7.292189329319284,4.465629703963874,4.432179294196354,2.8432848302391704,1.4216424151195852,2.94363605954173
234,Idaho,2005,2450,2368,718,717,606,407,299,289,110,228,8192.0,29.9072265625,28.90625,8.7646484375,8.75244140625,7.3974609375,4.96826171875,3.64990234375,3.52783203125,1.3427734375,2.783203125,182.6,174.6,53.9,54.1,43.7,30.7,22.4,21.5,8.2,16.5,608.2,30.023018743834264,28.70766195330483,8.862216376192041,8.895100295955277,7.185136468267017,5.047681683656691,3.682999013482407,3.5350213745478456,1.3482407102926668,2.7129233804669513
235,Idaho,2006,2399,2306,725,644,682,400,320,225,130,222,8053.0,29.7901403203775,28.635291195827644,9.002856078480068,7.997019744194709,8.468893580032285,4.96709300881659,3.9736744070532724,2.793989817459332,1.6143052278653918,2.7567366198932075,171.3,163.2,52.7,46.9,47.5,29.0,23.1,16.2,9.4,15.8,575.0999999999999,29.786124152321342,28.377673448095987,9.16362371761433,8.15510346026778,8.259433142062251,5.042601286732743,4.016692749087116,2.8169014084507045,1.634498348113372,2.747348287254391
236,Idaho,2007,2433,2405,640,666,641,416,331,228,134,223,8117.0,29.974128372551434,29.629173339903907,7.884686460514969,8.205001847973389,7.897006283109523,5.125046199334729,4.077861278797585,2.8089195515584575,1.6508562276703216,2.7473204385856844,167.9,166.3,44.6,47.1,43.4,29.4,22.9,15.7,9.4,15.0,561.7,29.89140110379206,29.606551539967953,7.940181591596937,8.385259035072103,7.726544418728857,5.234110735267937,4.0769093822325075,2.7950863450240337,1.6734911874666192,2.670464660850988
237,Idaho,2008,2330,2511,609,703,649,393,356,206,173,252,8182.0,28.477144952334392,30.68931801515522,7.4431679296015645,8.592031288193596,7.932045954534344,4.803226594964556,4.351014421901735,2.517721828403813,2.1143974578342704,3.0799315570765096,157.1,166.7,41.6,48.2,43.2,27.2,23.9,14.0,11.8,16.7,550.4,28.542877906976745,30.28706395348837,7.558139534883722,8.757267441860465,7.848837209302327,4.941860465116279,4.342296511627907,2.5436046511627906,2.1438953488372094,3.034156976744186
238,Idaho,2009,2398,2458,627,725,670,369,372,207,186,304,8316.0,28.835978835978835,29.55747955747956,7.5396825396825395,8.718133718133718,8.056758056758056,4.437229437229438,4.473304473304474,2.4891774891774894,2.236652236652237,3.6556036556036555,155.7,158.9,41.6,48.2,44.0,24.7,24.3,13.6,12.4,20.3,543.6999999999999,28.637116056648885,29.225675924222923,7.651278278462388,8.865183005333826,8.09269817914291,4.5429464778370425,4.46937649439029,2.5013794371896267,2.2806694868493658,3.733676659922752
239,Idaho,2010,2495,2530,642,727,654,410,353,208,186,290,8495.0,29.370217775161862,29.78222483814008,7.55738669805768,8.55797527957622,7.698646262507356,4.826368452030606,4.155385520894644,2.448499117127722,2.1895232489699823,3.4137728075338436,159.3,159.9,42.0,47.0,42.1,26.8,22.5,13.5,12.1,18.8,544.0,29.28308823529412,29.393382352941178,7.720588235294118,8.63970588235294,7.738970588235294,4.926470588235294,4.136029411764706,2.4816176470588234,2.224264705882353,3.4558823529411766
240,Idaho,2011,2522,2573,623,824,710,409,393,217,154,281,8706.0,28.968527452331728,29.554330346887202,7.155984378589479,9.464736963014014,8.15529519871353,4.697909487709626,4.514128187456926,2.492533884677234,1.7688950149322307,3.227659085688031,155.9,157.4,38.8,51.5,44.7,25.7,24.2,13.5,9.7,18.2,539.6000000000001,28.891771682727942,29.169755374351364,7.190511489992585,9.544106745737581,8.283914010378055,4.762787249814676,4.484803558191251,2.5018532246108225,1.7976278724981463,3.3728687916975533
241,Idaho,2012,2515,2572,610,754,699,354,371,189,148,297,8509.0,29.556939710894348,30.226818662592546,7.16888000940181,8.861205782113057,8.214831355035844,4.160300857915149,4.36008931719356,2.2211775766835116,1.739334821953226,3.4904219062169464,150.9,152.0,37.2,46.0,43.7,21.9,22.9,11.3,8.8,19.0,513.7,29.375121666342224,29.589254428654854,7.241580689118162,8.954642787619232,8.506910648238271,4.263188631496982,4.457854779053922,2.19972746739342,1.7130620985010707,3.6986568035818568
242,Idaho,2013,2495,2707,598,808,776,347,404,259,148,308,8850.0,28.192090395480225,30.587570621468927,6.757062146892655,9.129943502824858,8.768361581920905,3.92090395480226,4.564971751412429,2.926553672316384,1.672316384180791,3.4802259887005653,145.4,156.2,35.4,46.7,47.7,21.0,23.8,15.1,8.8,19.2,519.3000000000001,27.999229732331983,30.078952435971495,6.816868861929519,8.992875024070864,9.185441941074522,4.043905257076834,4.583092624687078,2.9077604467552467,1.6945888696321971,3.6972848064702477
243,Idaho,2014,2676,2795,640,819,765,376,409,200,137,320,9137.0,29.28751231257524,30.589909160555983,7.004487249644304,8.963554777279196,8.372551165590457,4.115136259166028,4.476305132975813,2.188902265513845,1.4993980518769836,3.502243624822152,152.8,155.4,36.8,45.8,46.5,22.4,22.9,11.3,8.0,20.0,521.9000000000001,29.277639394520023,29.775819122437248,7.051159225905344,8.775627514849587,8.909752826211918,4.292009963594557,4.3878137574247935,2.1651657405633262,1.5328607012837705,3.8321517532094265
244,Idaho,2015,2825,2849,641,843,746,552,403,218,154,359,9590.0,29.457768508863396,29.708029197080293,6.684045881126173,8.790406673618351,7.778936392075078,5.75599582898853,4.202294056308655,2.273201251303441,1.6058394160583942,3.7434827945776847,156.4,153.6,36.3,46.3,44.7,31.6,22.1,12.4,8.7,22.1,534.2,29.277424185698237,28.753275926619242,6.7952077873455625,8.667165855484836,8.367652564582553,5.915387495320105,4.137027330587795,2.321228004492699,1.6286035192811676,4.137027330587795
245,Idaho,2016,2969,2884,682,865,849,607,375,207,190,351,9979.0,29.75248020843772,28.900691452049305,6.834352139492935,8.66820322677623,8.507866519691353,6.082773825032568,3.757891572301834,2.0743561479106125,1.903998396632929,3.5173865116745167,160.0,150.9,37.2,45.7,49.5,33.9,19.8,11.3,10.3,21.4,539.9999999999999,29.629629629629633,27.94444444444445,6.88888888888889,8.462962962962965,9.16666666666667,6.2777777777777795,3.6666666666666674,2.092592592592593,1.907407407407408,3.9629629629629632
246,Idaho,2017,3084,3020,726,925,876,672,394,255,170,392,10514.0,29.33231881301122,28.7236066197451,6.905078942362564,8.79779341829941,8.331748145330037,6.391478029294275,3.74738443979456,2.4253376450447024,1.616891763363135,3.7283621837549936,162.5,153.2,38.5,47.3,49.8,36.6,20.3,13.7,9.0,23.2,554.1,29.326836311135175,27.64843890994405,6.948204295253564,8.536365277025807,8.987547374120194,6.60530590146183,3.6635986284064246,2.4724778920772423,1.6242555495397941,4.186969861035913
247,Illinois,1999,33387,25024,7714,5155,4125,1908,3004,3121,1965,1020,86423.0,38.6320771091029,28.955254966849104,8.925864642514146,5.964847320736378,4.773034955972368,2.207745623271583,3.4759265473311505,3.6113071751732755,2.2737002881177464,1.1802413709313493,279.1,210.4,64.4,43.2,33.7,15.9,25.2,25.9,16.4,8.3,722.4999999999999,38.62975778546714,29.121107266435992,8.913494809688585,5.979238754325261,4.664359861591697,2.2006920415224918,3.4878892733564015,3.584775086505191,2.2698961937716264,1.1487889273356404
248,Illinois,2000,31844,25365,7429,4768,4041,2154,2995,2917,2128,1003,84644.0,37.62109541136998,29.966683994140165,8.776759132366145,5.633004111336894,4.774112754595718,2.5447757667407025,3.5383488492982376,3.446198194792307,2.514058881905392,1.1849629034544682,263.7,212.0,61.3,39.7,32.8,17.7,25.0,24.0,17.7,8.1,702.0000000000001,37.564102564102555,30.199430199430193,8.73219373219373,5.655270655270654,4.6723646723646715,2.521367521367521,3.5612535612535607,3.4188034188034186,2.521367521367521,1.1538461538461535
249,Illinois,2001,30990,24778,7230,4776,4077,2163,3092,2659,2178,1139,83082.0,37.30049830288149,29.823547820225798,8.702245973857153,5.748537589369539,4.907200115548494,2.6034520112659782,3.721624419248453,3.200452564935846,2.6215064634938976,1.3709347391733469,253.8,205.1,59.1,39.5,32.8,17.5,25.5,21.6,17.9,9.2,682.0,37.21407624633431,30.0733137829912,8.665689149560118,5.791788856304985,4.809384164222873,2.565982404692082,3.73900293255132,3.167155425219942,2.624633431085044,1.348973607038123
250,Illinois,2002,30821,24737,7183,4827,4222,2398,3011,2940,2328,1145,83612.0,36.86193369372817,29.585466201023774,8.590872123618619,5.77309477108549,5.049514423766924,2.8680093766445007,3.6011577285557097,3.5162416877960103,2.7842893364588814,1.3694206573219154,250.2,202.8,58.3,39.6,33.8,19.3,24.6,23.7,19.0,9.2,680.5,36.76708302718589,29.801616458486407,8.567229977957384,5.819250551065394,4.966936076414401,2.8361498897869217,3.6149889786921388,3.4827332843497425,2.792064658339456,1.351947097722263
251,Illinois,2003,29816,24464,6909,4858,3942,2626,3044,2875,2297,1011,81842.0,36.43117225874246,29.891742626035533,8.441875809486572,5.935827570196231,4.816597834852521,3.2086214901884116,3.7193616969282277,3.5128662544903593,2.8066274040223846,1.2353070550573055,239.2,198.2,55.4,39.5,31.5,20.9,24.6,22.9,18.5,8.0,658.6999999999999,36.31395172309094,30.089570365872177,8.41050554121755,5.9966600880522245,4.782146652497344,3.1729163503871263,3.734628814331259,3.4765447092758466,2.808562319720662,1.214513435554881
252,Illinois,2004,28284,24289,6489,4723,4133,2595,3069,2779,2339,1028,79728.0,35.475617098133654,30.464830423439693,8.138922335942203,5.923891230182621,5.18387517559703,3.254816375677303,3.849337748344371,3.4856010435480638,2.933724663857114,1.289383905277945,224.3,194.8,51.5,38.1,32.8,20.4,24.5,21.9,18.7,8.1,635.1000000000001,35.3172728704141,30.672335065344036,8.108959219020626,5.999055266887103,5.16454101716265,3.212092583845063,3.857660210990394,3.448275862068965,2.9444182018579745,1.2753897024090692
253,Illinois,2005,28226,24250,6252,5067,4182,2827,3034,2949,2402,1086,80275.0,35.16163189037683,30.20865773902211,7.788227966365619,6.312052320149486,5.209592027405793,3.5216443475552786,3.7795079414512616,3.6736219246340704,2.9922142634693243,1.3528495795702273,220.7,192.1,49.0,40.4,33.0,21.9,24.0,23.0,18.9,8.6,631.5999999999999,34.94300189993667,30.41481950601647,7.758074730842307,6.396453451551616,5.224825839138696,3.4673844205193163,3.799873337555416,3.6415452818239396,2.9924002533248895,1.3616212792906903
254,Illinois,2006,27007,24084,5989,4731,4451,2794,2795,2668,2502,1010,78031.0,34.610603478104856,30.864656354525767,7.675154746190617,6.0629749714856915,5.704143225128474,3.580628211864515,3.5819097538157907,3.419153926003768,3.206417962091989,1.2943573707885327,208.5,188.7,46.3,37.3,34.9,21.3,21.9,20.6,19.5,7.9,606.9,34.35491843796342,31.092436974789916,7.628933926511781,6.145987806887461,5.750535508320976,3.5096391497775583,3.6085022244191793,3.394298896029,3.2130499258526943,1.3016971494480147
255,Illinois,2007,25813,24115,5864,4742,4367,2734,2851,2550,2536,1108,76680.0,33.66327595200835,31.44887845592071,7.64736567553469,6.1841418883672405,5.69509650495566,3.56546687532603,3.7180490349504436,3.3255086071987483,3.3072509128847156,1.4449660928534167,196.0,186.6,44.7,37.0,33.9,20.5,22.0,19.3,19.5,8.6,588.1,33.327665363033496,31.72929773847985,7.600748172079578,6.291447032817548,5.764325794932834,3.4858017343989114,3.740860397891515,3.281754803604829,3.3157626254038424,1.4623363373575922
256,Illinois,2008,26078,24300,5788,5602,4218,3192,2846,2672,2576,1198,78470.0,33.23308270676692,30.9672486300497,7.376067286861221,7.139034025742322,5.375302663438257,4.067796610169491,3.6268637695934753,3.40512297693386,3.2827832292595893,1.5266981011851664,195.1,185.0,43.4,43.2,32.6,23.6,21.6,19.9,19.6,9.3,593.3000000000001,32.88386988033035,31.181527052081577,7.31501769762346,7.281307938648237,5.494690712961401,3.977751559076352,3.6406539693241187,3.3541210180347205,3.3035563795718854,1.5675037923478847
257,Illinois,2009,24931,24185,5258,5299,3961,2891,2741,2416,2695,1177,75554.0,32.99759112687614,32.010217857426476,6.9592609259602405,7.013526749080127,5.242607936045742,3.826402308282818,3.627868809063716,3.197712894088996,3.566985202636525,1.557826190539217,184.0,181.8,39.0,40.3,30.4,21.0,20.6,17.8,20.2,9.1,564.2000000000002,32.61254874158099,32.22261609358383,6.912442396313362,7.14285714285714,5.3881602268699025,3.7220843672456567,3.6511875221552637,3.1549096065225086,3.5802906770648693,1.6129032258064513
258,Illinois,2010,24959,24070,5349,5231,3997,2927,2507,2212,2612,1178,75042.0,33.2600410436822,32.07537112550305,7.128008315343408,6.970763039364622,5.326350577010207,3.9004823965246125,3.3407958210069024,2.9476826310599398,3.4807174648863306,1.56978758561872,181.7,178.6,39.3,39.4,30.4,20.9,18.5,16.1,19.3,9.0,553.1999999999999,32.84526391901663,32.28488792480116,7.10412147505423,7.122198120028924,5.495300072306581,3.7780187997107735,3.34417932031815,2.910339840925525,3.4887924801156913,1.626898047722343
259,Illinois,2011,24987,24007,5372,5390,4166,2910,2693,2424,2386,1226,75561.0,33.06864652400048,31.771681158269477,7.109487698680536,7.133309511520493,5.513426238403409,3.8511930757930677,3.564007887666918,3.2080041291142254,3.1577136353409827,1.6225301412104125,178.1,175.0,38.6,39.9,31.6,20.4,19.4,17.3,17.2,9.3,546.8000000000001,32.57132406730066,32.004389173372346,7.0592538405267,7.297000731528894,5.779078273591806,3.730797366495976,3.547915142648134,3.1638624725676663,3.145574250182882,1.7008046817849305
260,Illinois,2012,24667,24562,5337,5313,4488,2865,2706,2323,2392,1292,75945.0,32.480084271512276,32.34182632168016,7.02745407860952,6.9958522615050365,5.9095397985384155,3.7724669168477187,3.563104878530515,3.0587925472381325,3.149647771413523,1.7012311541246956,172.7,175.6,37.7,38.6,33.6,19.8,19.2,16.3,17.0,9.8,540.3,31.963723857116417,32.500462705904134,6.977605034240238,7.144179159726079,6.2187673514714055,3.6646307606885067,3.553581343697946,3.0168424949102355,3.146400148065889,1.81380714417916
261,Illinois,2013,24839,24491,5294,5532,4511,2919,2798,2441,2444,1321,76590.0,32.431126778952866,31.976759368063718,6.912129520825173,7.222875048962006,5.889802846324586,3.8112025068546806,3.6532184358271316,3.187100143621883,3.1910171040605824,1.7247682465073768,170.9,171.9,36.7,39.3,33.6,19.8,19.7,16.8,17.1,9.9,535.7,31.902184058241552,32.08885570281874,6.850849355982826,7.336195631883516,6.272167257793542,3.696098562628337,3.6774313981706177,3.136083628896771,3.1920851222699267,1.8480492813141685
262,Illinois,2014,25024,24501,5489,5631,4644,3266,2712,2485,2517,1398,77667.0,32.21960420770726,31.546216539843176,7.067351642267631,7.250183475607401,5.9793734790837805,4.205132166814734,3.4918305071652056,3.199557083445994,3.240758623353548,1.799992274711267,169.7,168.9,37.4,39.2,34.4,21.9,18.7,16.8,17.2,10.5,534.7,31.73742285393678,31.58780624649336,6.9945763979801745,7.3312137647278846,6.4335141200673265,4.0957546287637925,3.4972881989900872,3.1419487563119506,3.2167570600336632,1.963717972694969
