,State,Year,Heart disease,Cancer,Stroke,CLRD,Unintentional injuries,Alzheimer's disease,Diabetes_x,Influenza and pneumonia,Kidney disease,Suicide,Total,Heart disease %,Cancer %,Stroke %,CLRD %,Unintentional injuries %,Alzheimer's disease %,Diabetes %_x,Influenza and pneumonia %,Kidney disease %,Suicide %,Heart disease-AA,Cancer-AA,Stroke-AA,CLRD-AA,Unintentional injuries-AA,Alzheimer's disease-AA,Diabetes_y,Influenza and pneumonia-AA,Kidney disease-AA,Suicide-AA,Total-AA,Heart disease %-AA,Cancer %-AA,Stroke %-AA,CLRD %-AA,Unintentional injuries %-AA,Alzheimer's disease %-AA,Diabetes %_y,Influenza and pneumonia %-AA,Kidney disease %-AA,Suicide %-AA
10,Alabama,2009,12021,10289,2675,2770,2351,1521,1259,952,1180,673,35691.0,33.680759855425734,28.82799585329635,7.494886666106301,7.761060211257741,6.587094785800342,4.261578549214088,3.52749992995433,2.667339105096523,3.306155613459976,1.8856294303886134,238.0,196.3,53.6,54.2,49.0,31.6,24.4,19.2,23.4,13.7,703.4,33.83565538811487,27.90730736423088,7.620130793289737,7.705430764856412,6.966164344611886,4.492465169178277,3.468865510378163,2.7295990901336364,3.3266988911003694,1.947682684105772
11,Alabama,2010,12083,10196,2619,2866,2394,1523,1302,942,1184,679,35788.0,33.76271375880183,28.48999664692076,7.318095450989158,8.00827092880295,6.689393092656756,4.255616407734436,3.6380909802168326,2.6321672068849895,3.308371521180284,1.8972840058120042,236.0,191.7,51.6,55.4,49.6,31.2,25.0,18.7,23.1,14.0,696.3000000000001,33.89343673703863,27.531236535975868,7.410598879793192,7.956340657762458,7.123366365072526,4.480827229642395,3.5904064340083295,2.6856240126382303,3.3175355450236963,2.0106276030446644
12,Alabama,2011,11942,10233,2568,2912,2662,1486,1278,951,1047,654,35733.0,33.420087873954046,28.637394005541093,7.186634203677274,8.149329751210367,7.449696359107827,4.1586208826574875,3.5765259004281758,2.6614054235580555,2.9300646461254303,1.8302409537402402,228.7,187.8,49.4,55.2,54.4,29.7,23.9,18.6,20.0,13.2,680.9000000000001,33.58789836980466,27.581142605375238,7.255103539433103,8.10691731531796,7.989425760023497,4.361873990306946,3.510060214422088,2.7316786605962697,2.93728888236158,1.9386106623586425
13,Alabama,2012,12036,10276,2628,3015,2283,1390,1300,942,1035,724,35629.0,33.78147015071992,28.841673917314548,7.37601392124393,8.462207752112045,6.407701591400264,3.9013163434281064,3.64871312694715,2.643913665834012,2.904936989531,2.032052541469028,225.1,185.2,49.5,55.2,46.6,27.2,23.9,17.9,19.4,14.7,664.7,33.864901459304946,27.862193470738678,7.446968557243869,8.304498269896193,7.010681510455845,4.092071611253196,3.595607040770272,2.6929441853467724,2.9186098992026475,2.211523995787573
14,Alabama,2013,12472,10328,2604,3043,2329,1398,1349,1035,1057,721,36336.0,34.324086305592246,28.42360193747248,7.166446499339497,8.374614707177455,6.409621312197269,3.847424042272127,3.71257155438133,2.848414795244386,2.908960810215764,1.9842580361074416,228.4,182.2,48.1,54.8,47.2,26.7,24.3,19.2,19.3,14.4,664.5999999999999,34.36653626241349,27.414986458019865,7.237436051760458,8.245561239843516,7.102016250376167,4.017454107733976,3.656334637375866,2.888955762864881,2.9040024074631363,2.1667168221486612
15,Alabama,2014,12461,10286,2663,3050,2463,1885,1281,1031,1011,715,36846.0,33.81913911957879,27.916191716875645,7.227378819953318,8.277696357813602,6.684579058785214,5.11588774900939,3.476632470281713,2.798132768821582,2.7438527927047716,1.9405091461759758,224.0,177.6,48.3,53.6,49.3,35.3,22.8,18.8,18.2,14.5,662.4000000000001,33.81642512077294,26.811594202898547,7.291666666666666,8.091787439613524,7.442632850241544,5.329106280193235,3.4420289855072457,2.838164251207729,2.7475845410628015,2.1890096618357484
16,Alabama,2015,12981,10354,2937,3279,2552,2282,1255,1097,1040,750,38527.0,33.6932540815532,26.874659329820645,7.623225270589456,8.510914423650947,6.6239260778155575,5.923118851714381,3.2574558102110207,2.847353803825888,2.6994056116489733,1.9466867391699327,229.7,175.6,52.2,56.4,50.9,41.8,21.7,19.5,18.4,14.9,681.0999999999999,33.724856849214504,25.78182352077522,7.664072823373955,8.2807223608868,7.473205109381883,6.137131111437381,3.1860226104830427,2.863015709881075,2.701512259580091,2.187637644986052
17,Alabama,2016,12832,10419,2967,3326,2755,2507,1183,987,1012,788,38776.0,33.09263461935218,26.869713224675056,7.651640189808129,8.577470600371363,7.104910253765216,6.465339385186714,3.0508561997111614,2.545388900350732,2.6098617701671136,2.0321848566123375,222.5,174.0,51.6,56.2,55.5,45.0,20.1,17.1,17.4,15.7,675.1,32.95808028440231,25.773959413420233,7.643312101910828,8.324692638127686,8.221004295659903,6.665679158643163,2.9773366908606134,2.5329580802844025,2.577395941342023,2.3255813953488373
18,Alabama,2017,13110,10410,2931,3484,2703,2563,1173,1176,980,836,39366.0,33.30285017527816,26.444139612863893,7.445511354976375,8.850276888685668,6.86633135192806,6.5106945079510234,2.979728699893309,2.9873494894071024,2.489457907839252,2.123660011177158,223.2,170.0,50.0,57.8,53.8,45.2,19.8,20.2,16.5,16.6,673.1,33.16000594265339,25.25627692764819,7.428316743425939,8.587134155400387,7.99286881592631,6.715198336057051,2.941613430396672,3.0010399643440793,2.45134452533056,2.466201158817412
19,Alaska,1999,563,633,171,146,294,24,67,46,34,96,2074.0,27.145612343297977,30.520732883317258,8.24493731918997,7.03953712632594,14.175506268081003,1.1571841851494697,3.230472516875603,2.2179363548698166,1.639344262295082,4.628736740597879,198.0,190.5,71.2,56.4,55.9,11.9,23.8,19.6,13.4,16.8,657.5,30.11406844106464,28.973384030418252,10.828897338403042,8.577946768060835,8.50190114068441,1.8098859315589355,3.619771863117871,2.9809885931558937,2.038022813688213,2.555133079847909
20,Alaska,2000,607,704,170,132,343,47,87,45,30,137,2302.0,26.36837532580365,30.582102519548222,7.38488271068636,5.734144222415291,14.900086880973069,2.041702867072111,3.7793223284100783,1.954821894005213,1.3032145960034751,5.951346655082538,211.7,208.2,66.1,47.6,64.5,21.5,27.3,16.0,11.6,21.5,695.9999999999999,30.41666666666667,29.913793103448278,9.49712643678161,6.839080459770116,9.267241379310347,3.0890804597701154,3.9224137931034493,2.298850574712644,1.666666666666667,3.0890804597701154
21,Alaska,2001,603,689,158,147,345,44,80,36,24,102,2228.0,27.064631956912027,30.924596050269297,7.091561938958707,6.597845601436266,15.484739676840215,1.9748653500897666,3.5906642728904847,1.615798922800718,1.0771992818671454,4.578096947935368,189.1,193.7,57.9,49.9,60.5,18.9,22.8,13.1,7.2,15.9,629.0,30.063593004769473,30.794912559618442,9.205087440381558,7.933227344992051,9.618441971383147,3.00476947535771,3.624801271860095,2.0826709062003177,1.1446740858505564,2.5278219395866457
22,Alaska,2002,567,715,158,142,346,61,86,51,21,132,2279.0,24.87933304080737,31.373409390083367,6.932865291794648,6.230802983764809,15.18209741114524,2.676612549363756,3.7735849056603774,2.237823606845107,0.9214567792891618,5.792014041246161,169.3,189.8,56.0,47.5,59.2,25.8,22.0,19.5,6.8,20.8,616.6999999999999,27.452570131344256,30.776714772174486,9.080590238365495,7.7022863628993035,9.599481109129238,4.183557645532675,3.5673747365007302,3.1619912437165563,1.1026431003729529,3.372790659964327
23,Alaska,2003,626,735,185,147,321,56,102,60,28,124,2384.0,26.25838926174497,30.830536912751676,7.76006711409396,6.166107382550336,13.464765100671142,2.348993288590604,4.278523489932886,2.5167785234899327,1.174496644295302,5.201342281879195,185.5,188.4,62.3,46.9,55.4,22.9,27.7,21.2,8.4,20.3,638.9999999999999,29.029733959311425,29.48356807511738,9.749608763693272,7.339593114241002,8.669796557120502,3.583724569640063,4.334898278560251,3.317683881064163,1.314553990610329,3.176838810641628
24,Alaska,2004,589,728,172,139,326,48,93,42,23,155,2315.0,25.442764578833692,31.44708423326134,7.429805615550755,6.004319654427646,14.08207343412527,2.0734341252699786,4.017278617710583,1.8142548596112311,0.9935205183585313,6.695464362850973,160.1,184.2,52.8,39.5,56.0,18.0,22.6,15.1,7.1,23.0,578.4,27.67980636237898,31.84647302904564,9.12863070539419,6.829183955739973,9.681881051175658,3.112033195020747,3.907330567081605,2.6106500691562933,1.227524204702628,3.976486860304288
25,Alaska,2005,627,732,178,158,313,61,93,44,38,131,2375.0,26.400000000000002,30.82105263157895,7.494736842105263,6.652631578947369,13.178947368421055,2.568421052631579,3.9157894736842107,1.8526315789473686,1.6,5.515789473684211,166.1,171.0,54.9,42.7,50.8,22.2,22.4,12.7,10.5,19.9,573.2,28.977669225401254,29.832519190509423,9.577808792742497,7.449406838799721,8.862526168876482,3.872993719469644,3.9078855547801807,2.2156315422191204,1.8318213538032098,3.4717376133984645
26,Alaska,2006,645,790,177,140,316,73,109,49,44,135,2478.0,26.02905569007264,31.88054882970137,7.142857142857142,5.649717514124294,12.752219531880549,2.94592413236481,4.398708635996772,1.977401129943503,1.7756255044390639,5.447941888619854,170.6,177.8,48.2,37.8,52.3,25.9,25.9,14.0,12.9,19.9,585.3,29.147445754314028,30.37758414488297,8.235093114642066,6.45822655048693,8.935588587049377,4.425081154963267,4.425081154963267,2.391935759439604,2.203997949769349,3.399965829489151
